exclusion_class,conversation_id,customer_id,business_id,phone,customer_name,status,current_state,conversation_created_at,last_message_at,message_count,turn_count,completed_turns,non_completed_turns,eval_trace_count,twilio_message_sid_count,first_message_at,message_last_at,first_message_preview,last_message_preview,summary,review_context,review_decision
synthetic_eval,65cd8bd2-c0de-4d1c-a21c-789e56db0bb8,6dfd9eb8-26e5-476e-a920-d5f01239e647,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555425061650132,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:15:06.198809-07,2026-04-27 19:15:07.922-07,2,1,1,0,0,0,2026-04-27 19:15:06.219023-07,2026-04-27 19:15:07.974878-07,ponme un Lavanda Latte,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,d8047bc6-8441-467a-8eae-ee408b9d4763,647fe2d2-5150-4644-9f20-e2d517811bbb,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555425044150131,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:15:04.44958-07,2026-04-27 19:15:05.929-07,2,1,1,0,0,0,2026-04-27 19:15:04.469698-07,2026-04-27 19:15:06.017531-07,olvida eso mejor quiero otra cosa,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,da5a4e27-6e9c-4ddd-b7e4-190c862b6ba2,c08e8a53-aa50-4aa7-8c3d-0b0c3187eeff,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555425017740130,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:15:01.813107-07,2026-04-27 19:15:03.631-07,2,1,1,0,0,0,2026-04-27 19:15:01.836844-07,2026-04-27 19:15:03.696467-07,agregame un Agua mineral,📋 *Resumen de tu pedido:* • 1x Agua mineral — $25 💰 *Total: $25* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,bef686cb-bc7f-4ce6-8942-2042e7ce1570,346e2aad-202d-4ad1-bec8-05599e168f38,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424996770129,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:59.710015-07,2026-04-27 19:15:01.065-07,2,1,1,0,0,0,2026-04-27 19:14:59.733797-07,2026-04-27 19:15:01.145529-07,ok ya no quiero nada de lo anterior te pedire algo nuevo,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,3cf05863-f811-4eff-b2b8-b1ccd3029a23,10244373-b87a-48ca-99a9-ab375fe0d266,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424977960128,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:57.830356-07,2026-04-27 19:14:59.477-07,2,1,1,0,0,0,2026-04-27 19:14:57.852812-07,2026-04-27 19:14:59.535458-07,quiero un Matcha Rosa,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,154a755c-17c6-490e-8652-533e2a04a844,456480f4-b4d2-4f7b-aa04-278425f243cd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424959510127,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:55.982392-07,2026-04-27 19:14:57.524-07,2,1,1,0,0,0,2026-04-27 19:14:56.004152-07,2026-04-27 19:14:57.579782-07,"ya no, mejor empezamos de nuevo",¿Me dices el motivo de la cancelación?,,"",keep_eval_archive
synthetic_eval,1ac572d9-9c9c-430f-95f9-bb34d53e0899,e2ac8bc7-ff54-4471-9d45-10ef886389e2,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424941200126,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:54.176069-07,2026-04-27 19:14:55.739-07,2,1,1,0,0,0,2026-04-27 19:14:54.197691-07,2026-04-27 19:14:55.790544-07,dame un Matcha Agua,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,79b10c41-53e2-4f54-ab89-ebba54088cf4,7351eec2-eb45-4099-afc3-67ef1fcaa00a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424920070125,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:52.039298-07,2026-04-27 19:14:53.423-07,2,1,1,0,0,0,2026-04-27 19:14:52.062116-07,2026-04-27 19:14:53.476076-07,olvida eso mejor quiero otra cosa,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,ca234f4b-02ac-4b94-b72b-ad6be6630671,affdac37-0ebb-4968-ad16-c73465da8b5b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424900350124,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:50.065154-07,2026-04-27 19:14:51.81-07,2,1,1,0,0,0,2026-04-27 19:14:50.084071-07,2026-04-27 19:14:51.868573-07,me das un Extra pesto,📋 *Resumen de tu pedido:* • 1x Extra pesto — $12 💰 *Total: $12* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,b8d655af-3b4f-4188-b59e-b0e4f1ce556f,66721842-8da5-4fc6-96c5-f5bd329aa089,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424885380123,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:48.568875-07,2026-04-27 19:14:49.847-07,2,1,1,0,0,0,2026-04-27 19:14:48.589564-07,2026-04-27 19:14:49.899143-07,ok ya no quiero nada de lo anterior te pedire algo nuevo,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,6d92be3d-a19b-4978-9b11-fa1b59ed46af,10a48a8e-ed03-4242-a364-4675c9e277b4,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424866870122,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:46.7237-07,2026-04-27 19:14:48.318-07,2,1,1,0,0,0,2026-04-27 19:14:46.744733-07,2026-04-27 19:14:48.370827-07,ponme un Extra Shot Espresso,📋 *Resumen de tu pedido:* • 1x Extra Shot Espresso — $21 💰 *Total: $21* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,a5656b64-7d81-47ca-ab7c-45c8c13bfe5a,6da2f6d2-c7cd-420f-9394-64bf2c266a25,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424849980121,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:45.044553-07,2026-04-27 19:14:46.462-07,2,1,1,0,0,0,2026-04-27 19:14:45.066489-07,2026-04-27 19:14:46.536696-07,"ya no, mejor empezamos de nuevo",¿Me dices el motivo de la cancelación?,,"",keep_eval_archive
synthetic_eval,554ee23a-920e-416b-8632-8d111b7847a3,c736e6ff-13ac-4750-a1d9-4cef209c9b16,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424821650120,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:42.194776-07,2026-04-27 19:14:44.382-07,2,1,1,0,0,0,2026-04-27 19:14:42.215471-07,2026-04-27 19:14:44.435784-07,agregame un Vainilla Latte,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,b0357506-220f-4fa9-9455-63c536b4b8b9,c02f2a05-0fdb-4929-ae9a-c227820fc481,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424806330119,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:40.671281-07,2026-04-27 19:14:41.941-07,2,1,1,0,0,0,2026-04-27 19:14:40.690983-07,2026-04-27 19:14:42.018404-07,olvida eso mejor quiero otra cosa,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,5bb3d565-0a6b-4f43-9cf3-d98fda971e02,e15e80fa-fa5a-4df1-adb9-c2de7cc2fe7e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424788510118,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:38.887779-07,2026-04-27 19:14:40.416-07,2,1,1,0,0,0,2026-04-27 19:14:38.909192-07,2026-04-27 19:14:40.472338-07,quiero un Matcha Rosa,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,a4d61bd6-16b5-4d05-8dc8-da8b21634f14,4a4f7c46-6ba5-4fc1-b7cf-3ca31a2bc2f0,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424771710117,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:37.209817-07,2026-04-27 19:14:38.638-07,2,1,1,0,0,0,2026-04-27 19:14:37.236322-07,2026-04-27 19:14:38.6937-07,ok ya no quiero nada de lo anterior te pedire algo nuevo,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,698222c5-6af3-4d91-bbe3-3d2c48595db7,58aa1782-58ac-49f5-ab17-defc4af534cc,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424753380116,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:35.378995-07,2026-04-27 19:14:36.938-07,2,1,1,0,0,0,2026-04-27 19:14:35.400746-07,2026-04-27 19:14:37.017316-07,dame un Matcha Agua,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,8c8ba7dd-9569-4f2d-b95b-7c15a2ecf2b8,96775e4b-a1fd-427a-80ce-483c083aafcb,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424729970100,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:33.025464-07,2026-04-27 19:14:34.548-07,2,1,1,0,0,0,2026-04-27 19:14:33.052176-07,2026-04-27 19:14:34.606634-07,agregame un Extra pesto,📋 *Resumen de tu pedido:* • 1x Extra pesto — $12 💰 *Total: $12* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,b02636e4-6c87-4566-87b5-d078ee4d9199,62883f1c-9597-45fc-b22d-b0a07b2b0066,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424711320099,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:31.170197-07,2026-04-27 19:14:32.783-07,2,1,1,0,0,0,2026-04-27 19:14:31.194873-07,2026-04-27 19:14:32.845135-07,gde,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,7f26eba2-56a7-4fcb-ac3a-39093f376bbc,7b605787-6cae-4ce9-a557-88a57a95e760,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424693360098,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:29.375552-07,2026-04-27 19:14:30.9-07,2,1,1,0,0,0,2026-04-27 19:14:29.398984-07,2026-04-27 19:14:30.966985-07,quiero un Extra Shot Espresso,📋 *Resumen de tu pedido:* • 1x Extra Shot Espresso — $21 💰 *Total: $21* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,397a3d49-c799-4e16-9354-3e8e7c384990,ecc06aa8-2439-4441-bc7c-1792aa450585,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424673660097,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:27.405744-07,2026-04-27 19:14:29.087-07,2,1,1,0,0,0,2026-04-27 19:14:27.427806-07,2026-04-27 19:14:29.172981-07,ch,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,47e8961a-5a6c-496a-826a-7e74b4751156,8e61d85f-426d-4c78-a0ff-a985f1094881,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424651970096,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:25.23975-07,2026-04-27 19:14:27.124-07,2,1,1,0,0,0,2026-04-27 19:14:25.278399-07,2026-04-27 19:14:27.184175-07,dame un Extra taro 15 gr,📋 *Resumen de tu pedido:* • 1x Extra taro 15 gr — $18 💰 *Total: $18* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,0c5ed562-dcf7-4d41-948a-29f382e5bb2f,bc329603-7e98-4598-b6ad-e6e3e74758aa,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424629550095,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:22.988791-07,2026-04-27 19:14:24.575-07,2,1,1,0,0,0,2026-04-27 19:14:23.01897-07,2026-04-27 19:14:24.649198-07,grande,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,ea2b3fc7-c57c-4251-923e-4a44d65900c8,5cd7c004-b8b3-4ff9-b659-f5de140f317d,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424609690094,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:21.020161-07,2026-04-27 19:14:22.647-07,2,1,1,0,0,0,2026-04-27 19:14:21.04499-07,2026-04-27 19:14:22.740341-07,me das un Matcha Blanco,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,0ac2a66e-4a90-44bf-997a-b4ed63ad9b59,e27837c4-817d-4b26-a1c0-c6f98bc2a88e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424582510093,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:18.303783-07,2026-04-27 19:14:20.204-07,2,1,1,0,0,0,2026-04-27 19:14:18.328291-07,2026-04-27 19:14:20.480595-07,chico,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,069d35d7-1e88-4fef-9efc-b6e0b440572c,60c798db-5bed-4b9a-8335-3e85d13d5b1a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424560550092,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:16.091582-07,2026-04-27 19:14:17.962-07,2,1,1,0,0,0,2026-04-27 19:14:16.122101-07,2026-04-27 19:14:18.038394-07,ponme un Matcha Vainilla,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,e2e8d12c-4407-46d4-87ed-de0ec30d896a,80e7a854-da22-4d2e-a555-70bb4ea61c5a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424541490091,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:14.196564-07,2026-04-27 19:14:15.788-07,2,1,1,0,0,0,2026-04-27 19:14:14.224367-07,2026-04-27 19:14:15.86081-07,gde,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,019e3cf6-02ab-4239-85c4-886f3595f0dd,cc0232c1-eed1-4018-80d8-d880f243e5dd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424514210090,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:11.457847-07,2026-04-27 19:14:13.402-07,2,1,1,0,0,0,2026-04-27 19:14:11.478038-07,2026-04-27 19:14:13.472378-07,agregame un Extra chai 15 gr,📋 *Resumen de tu pedido:* • 1x Extra chai 15 gr — $18 💰 *Total: $18* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,a55f786f-a012-4a1c-b99a-1daf14c555dd,7919c042-7ab1-459e-95c1-1d5674a5b316,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424497620089,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:09.795708-07,2026-04-27 19:14:11.179-07,2,1,1,0,0,0,2026-04-27 19:14:09.819098-07,2026-04-27 19:14:11.254151-07,ch,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,3d33f0e8-d6c0-494b-9bdd-19a55e8349c8,77976666-f33a-46dc-bfa6-2d35c545b27f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424476270088,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:14:07.681574-07,2026-04-27 19:14:09.522-07,2,1,1,0,0,0,2026-04-27 19:14:07.713876-07,2026-04-27 19:14:09.584582-07,quiero un Extra scoop proteína ISOPURE,📋 *Resumen de tu pedido:* • 1x Extra scoop proteína ISOPURE — $48 💰 *Total: $48* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,2601057e-d51c-4f51-b5c9-790c1a35114c,3b0b6c02-a12e-4781-8b68-9d95569fd9c6,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424459890087,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:06.03198-07,2026-04-27 19:14:07.41-07,2,1,1,0,0,0,2026-04-27 19:14:06.066178-07,2026-04-27 19:14:07.469821-07,grande,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,2453ff05-7478-4bd5-85af-4772551f0333,3cb4f993-1f03-45fb-a73f-fe3e17664ce7,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424441260086,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:04.180256-07,2026-04-27 19:14:05.746-07,2,1,1,0,0,0,2026-04-27 19:14:04.208853-07,2026-04-27 19:14:05.806378-07,dame un Extra Foam,Necesito un poco más de detalle para encontrar la variante correcta.,,"",keep_eval_archive
synthetic_eval,07ec33db-4246-49ae-93c5-5993a1a0c44a,1fdade0a-a3a3-40bf-a1b0-8d1b7e260208,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424414500085,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:14:01.486551-07,2026-04-27 19:14:03.328-07,2,1,1,0,0,0,2026-04-27 19:14:01.509753-07,2026-04-27 19:14:03.416056-07,chico,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,a86eeb8c-8f33-4823-bbfd-2879337f5773,b0545527-d449-41a2-b54f-f24e5f0414b0,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424393790084,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:59.410599-07,2026-04-27 19:14:01.226-07,2,1,1,0,0,0,2026-04-27 19:13:59.431124-07,2026-04-27 19:14:01.285348-07,me das un Matcha Salted Caramel,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,35713e6e-2e36-403e-accb-6573283c7166,96b69525-c4fa-42b8-8c88-57075820e00f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424376220083,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:57.651742-07,2026-04-27 19:13:59.155-07,2,1,1,0,0,0,2026-04-27 19:13:57.670576-07,2026-04-27 19:13:59.21242-07,gde,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,3196ffa8-2d3a-4c4e-86db-00fc65b4c055,623541df-9798-4240-8fa1-f09aee8ec333,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424357560082,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:55.870274-07,2026-04-27 19:13:57.418-07,2,1,1,0,0,0,2026-04-27 19:13:55.910699-07,2026-04-27 19:13:57.473021-07,ponme un Matcha Blanco,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,8488cbf4-c66d-4348-9f37-a5c762b1c222,e9991ba2-9bf6-4b5f-8989-9c0ca93785d9,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424337760081,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:53.806739-07,2026-04-27 19:13:55.1-07,2,1,1,0,0,0,2026-04-27 19:13:53.827704-07,2026-04-27 19:13:55.51785-07,ch,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,7db8fdd6-25dc-4a84-92ad-5386b086bc42,8adf6532-fc40-4ecb-8fa7-0e1dcd0f0d3c,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424316910080,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:51.723421-07,2026-04-27 19:13:53.17-07,2,1,1,0,0,0,2026-04-27 19:13:51.743794-07,2026-04-27 19:13:53.221413-07,agregame un Extra Matcha 1.5 g,¿Quieres Extra Matcha 1.5 g o Extra Matcha 3 g?,,"",keep_eval_archive
synthetic_eval,3eb8d079-41d7-46f0-a780-6fce608eb477,f6e70edb-9206-496a-91b5-663b4459d160,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424299640079,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:49.99641-07,2026-04-27 19:13:51.484-07,2,1,1,0,0,0,2026-04-27 19:13:50.017217-07,2026-04-27 19:13:51.539207-07,grande,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,cbb2835a-0706-4cff-9e41-fcd0b74791ad,d733a7c5-7b65-4790-a6cf-a9590869a2b9,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424281940078,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:13:48.226325-07,2026-04-27 19:13:49.758-07,2,1,1,0,0,0,2026-04-27 19:13:48.245828-07,2026-04-27 19:13:49.811841-07,quiero un Extra jamón,📋 *Resumen de tu pedido:* • 1x Extra jamón — $17 💰 *Total: $17* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,c9ede6a2-413d-4071-ac52-82e4ab2d13af,6a7dd0bc-9bf3-494c-be96-d978e700d17e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424262800077,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:46.313578-07,2026-04-27 19:13:47.953-07,2,1,1,0,0,0,2026-04-27 19:13:46.334896-07,2026-04-27 19:13:48.012978-07,chico,¿Qué producto quieres?,,"",keep_eval_archive
synthetic_eval,aa32e466-a238-47ed-bdb2-a1eb2bf4b9b3,03293cc9-ff8c-4289-9bbc-4ba1a2548da6,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424245790076,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:13:44.61339-07,2026-04-27 19:13:46.079-07,2,1,1,0,0,0,2026-04-27 19:13:44.634546-07,2026-04-27 19:13:46.137-07,dame un Extra pesto,📋 *Resumen de tu pedido:* • 1x Extra pesto — $12 💰 *Total: $12* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,9dba6461-8232-4a2d-88ba-f45d8c25c832,a3465d7c-17e7-429f-864c-ab3e6730be66,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424219230065,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:41.958537-07,2026-04-27 19:13:43.746-07,2,1,1,0,0,0,2026-04-27 19:13:41.9842-07,2026-04-27 19:13:43.800824-07,me das un Extra Jarabe (3 pumps) con leche de coco,Necesito un poco más de detalle para encontrar la variante correcta.,,"",keep_eval_archive
synthetic_eval,364b10fd-1067-4edc-b5da-d4036a0a4900,d9dd16be-a1dd-419c-ba1b-93bfbd7be3a0,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424198850064,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:39.935411-07,2026-04-27 19:13:41.7-07,2,1,1,0,0,0,2026-04-27 19:13:39.959107-07,2026-04-27 19:13:41.773486-07,ponme un Extra salsa en las rocas,Necesito un poco más de detalle para encontrar la variante correcta.,,"",keep_eval_archive
synthetic_eval,afdb3a42-8008-473d-b6dd-6047839b9685,49b342a9-a436-4c6b-8bd1-abfde62244c5,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424176050063,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:13:37.646361-07,2026-04-27 19:13:39.636-07,2,1,1,0,0,0,2026-04-27 19:13:37.678273-07,2026-04-27 19:13:39.703381-07,agregame un Extra chocolate 15 gr caliente,📋 *Resumen de tu pedido:* • 1x Extra chocolate 15 gr — $18 💰 *Total: $18* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,78d78183-b4cc-4fdf-a531-4836757ae87c,95b32a48-22a7-451f-9533-18db57c6d35b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424156700062,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:35.708663-07,2026-04-27 19:13:37.37-07,2,1,1,0,0,0,2026-04-27 19:13:35.732969-07,2026-04-27 19:13:37.438163-07,quiero un SHAKEN ESPRESSO chico,"¿Qué leche prefieres: Deslactosada, Almendra, Coco, Avena o Soya?",,"",keep_eval_archive
synthetic_eval,7ecda1eb-9431-4fba-836a-54fb3e2887b5,e921263a-e167-4b47-8bd5-6ea8df25c40d,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424134770061,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,awaiting_confirmation,2026-04-27 19:13:33.519958-07,2026-04-27 19:13:35.437-07,2,1,1,0,0,0,2026-04-27 19:13:33.576722-07,2026-04-27 19:13:35.503219-07,dame un Extra Shot Espresso grande,📋 *Resumen de tu pedido:* • 1x Extra Shot Espresso — $21 💰 *Total: $21* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,abd5ca3f-d3ce-43a4-9201-f6aa414bf4d9,37e3dd94-b611-4810-b7fb-770a50c54ca2,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424103540060,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:30.405568-07,2026-04-27 19:13:32.696-07,2,1,1,0,0,0,2026-04-27 19:13:30.438397-07,2026-04-27 19:13:32.755825-07,me das un Matcha Sugar Free con leche de coco,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,0fe46b30-5892-4dea-8427-3e97f1654ad3,d9ac4d80-dc28-4946-ac8f-240c7a944f15,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424083800059,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:28.41645-07,2026-04-27 19:13:30.111-07,2,1,1,0,0,0,2026-04-27 19:13:28.452037-07,2026-04-27 19:13:30.180494-07,ponme un Matcha Mascabado en las rocas,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,e676e207-536f-4f7d-900b-8eff2fab4542,aa5dffd6-d32e-47c6-beb1-cadcf23dd19b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555424063570058,V2 Synthetic Eval v2-edge-synth-mix2-20260428021114,active,clarification_needed,2026-04-27 19:13:26.393461-07,2026-04-27 19:13:28.162-07,2,1,1,0,0,0,2026-04-27 19:13:26.427843-07,2026-04-27 19:13:28.22374-07,agregame un Matcha Pumpkin Spice Latte caliente,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
